"Date Printed: Friday, April 24, 2026 6:18:30 PM"
Title: "Gonorrhea | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | All age groups""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Gonorrhea","2015","North Carolina","37","10,064","195.5"
"Gonorrhea","2016","North Carolina","37","9,527","182.8"
"Gonorrhea","2017","North Carolina","37","11,013","208.9"
"Gonorrhea","2018","North Carolina","37","11,480","215.3"
"Gonorrhea","2018","North Dakota","38","708","191.3"
"Gonorrhea","2017","North Dakota","38","528","143.4"
"Gonorrhea","2016","North Dakota","38","516","140.4"
"Gonorrhea","2015","North Dakota","38","375","102.2"
"Gonorrhea","2014","North Dakota","38","385","107.0"
"Gonorrhea","2013","North Dakota","38","301","85.2"
"Gonorrhea","2012","North Dakota","38","207","60.0"
"Gonorrhea","2011","North Dakota","38","149","44.1"
"Gonorrhea","2010","North Dakota","38","140","42.0"
"Gonorrhea","2009","North Dakota","38","88","27.4"
"Gonorrhea","2008","North Dakota","38","93","29.2"
"Gonorrhea","2008","Ohio","39","9,784","165.9"
"Gonorrhea","2009","Ohio","39","9,766","165.6"
"Gonorrhea","2010","Ohio","39","10,034","169.9"
"Gonorrhea","2011","Ohio","39","10,009","169.5"
"Gonorrhea","2012","Ohio","39","9,706","164.4"
"Gonorrhea","2013","Ohio","39","9,176","155.2"
"Gonorrhea","2014","Ohio","39","8,735","147.5"
"Gonorrhea","2015","Ohio","39","8,466","142.8"
"Gonorrhea","2016","Ohio","39","10,130","170.7"
"Gonorrhea","2017","Ohio","39","11,736","197.4"
"Gonorrhea","2018","Ohio","39","12,146","204.0"
"Gonorrhea","2008","Oklahoma","40","2,964","161.0"
"Gonorrhea","2009","Oklahoma","40","2,809","150.8"
"Gonorrhea","2010","Oklahoma","40","2,493","131.2"
"Gonorrhea","2011","Oklahoma","40","2,395","125.1"
"Gonorrhea","2012","Oklahoma","40","2,652","137.6"
"Gonorrhea","2013","Oklahoma","40","3,000","154.3"
"Gonorrhea","2014","Oklahoma","40","3,451","176.4"
"Gonorrhea","2015","Oklahoma","40","3,580","181.5"
"Gonorrhea","2016","Oklahoma","40","4,052","204.6"
"Gonorrhea","2017","Oklahoma","40","4,721","238.0"
"Gonorrhea","2018","Oklahoma","40","4,556","229.2"
"Gonorrhea","2015","Oregon","41","1,158","57.1"
"Gonorrhea","2016","Oregon","41","1,519","73.6"
"Gonorrhea","2017","Oregon","41","1,920","91.9"
"Gonorrhea","2018","Oregon","41","2,244","106.4"
"Gonorrhea","2014","Oregon","41","786","39.3"
"Gonorrhea","2013","Oregon","41","566","28.6"
"Gonorrhea","2012","Oregon","41","528","26.8"
"Gonorrhea","2011","Oregon","41","602","30.8"
"Gonorrhea","2010","Oregon","41","477","24.6"
"Gonorrhea","2009","Oregon","41","505","26.2"
"Gonorrhea","2008","Oregon","41","553","29.0"
"Gonorrhea","2008","Pennsylvania","42","6,210","96.4"
"Gonorrhea","2009","Pennsylvania","42","5,650","87.6"
"Gonorrhea","2010","Pennsylvania","42","7,268","111.6"
"Gonorrhea","2011","Pennsylvania","42","7,687","117.8"
"Gonorrhea","2012","Pennsylvania","42","8,360","128.0"
"Gonorrhea","2013","Pennsylvania","42","7,206","110.3"
